id,name,created_at,metadata
553d5cd7-b55a-4f64-8a9b-e4cc58e844cc,,2024-03-24T17:47:59.504Z,"{'id': 'f4e95ef6-2a12-4810-b1d0-e53c52dcd8a8', 'env': '{}', 'name': 'I need to graduate with a Physics degree and a Dance degree in four years. What classes will I need to take, and how many hours will I need to take each semester?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
500fc521-5222-4a68-8273-0744156547c8,,2024-03-24T16:29:34.917Z,"{'id': '8575bcd5-6882-473c-a7cf-880bc316eb0f', 'env': '{}', 'name': 'What are some clubs on campus I can join?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
830a6143-2b70-42be-bfc5-94f0fe79efc8,,2024-03-24T07:45:26.878Z,"{'id': '20154b8a-ca64-46ca-a9fb-4dc24df98019', 'env': '{}', 'name': 'What is 17 + 20?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
c6f3fadb-3c64-404b-bf41-c2d1f474071a,,2024-03-23T21:24:37.883Z,"{'id': 'd72a62d6-9807-45ef-9bf1-3859af01b022', 'env': '{}', 'name': 'What resources does SMU libraries have on “Do the Right Thing” by Spike Lee?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
738aa24f-b5cc-417a-b37e-2dc07575dd2a,,2024-03-23T17:25:27.027Z,"{'id': 'e2697781-55bf-4e05-a573-c9e29d104d8e', 'env': '{}', 'name': 'What classes will help fill in my science breadth', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
cf62ee1c-3048-4faa-b559-02d13c64b118,,2024-03-23T17:04:36.896Z,"{'id': '3fe9077d-1b2b-4513-978c-bf86afee07f0', 'env': '{}', 'name': 'What pre recs are there for Business Law?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
62b957e1-3350-4114-8651-5b1e46f41330,,2024-03-23T06:34:52.518Z,"{'id': '170eaf2b-2ed9-44d3-b321-063d5246288b', 'env': '{}', 'name': 'Where is SMU located ', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
47c70296-ef48-4d36-bf38-134c56f7b6f0,,2024-03-23T06:32:54.283Z,"{'id': '290ec4d0-e279-4ce6-8d39-5e2711718893', 'env': '{}', 'name': 'Hello.', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
fbc68474-ab1f-4f70-8cfa-97f92126d21c,,2024-03-23T06:15:48.078Z,"{'id': '520945c2-0374-4a36-8973-3fd0077fae83', 'env': '{}', 'name': 'How to drop a class ?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
67cc9bff-2978-4890-8e84-35e6d337376a,,2024-03-23T05:07:32.652Z,"{'id': 'bcf2a79d-232c-4526-815f-c2e0cb023c64', 'env': '{}', 'name': 'where can i connect with Lyle students this upcoming week?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
9502a395-48c2-43ba-a540-b2a2b3f4aa52,,2024-03-23T01:17:37.613Z,"{'id': '221c0683-84e2-4247-8a00-27127bcbd24f', 'env': '{}', 'name': 'Hi', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
2acb72eb-ac02-4233-98f5-47ab06c47ff0,,2024-03-22T20:59:13.316Z,"{'id': 'f5f0d756-1d26-4bb9-82b0-edc40f145807', 'env': '{}', 'name': 'As a student at SMU what are resources that you offer to help me find local area housing that is affordable for a student?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
d58afe4c-9988-4c11-88d5-7b7b7c9538c5,,2024-03-22T20:26:46.034Z,"{'id': 'b3c807a9-d2b6-4203-b0d4-dfd07f15f10c', 'env': '{}', 'name': 'Wheat should I know about smu', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
e6b02fa5-0247-4f74-aa8e-7cf7ae947814,,2024-03-22T20:06:56.647Z,"{'id': '3a6fe76a-2c1c-4eb6-a96b-198872c9b4c0', 'env': '{}', 'name': 'whos the most handsome person at smu ', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
52d4d46e-812c-4d01-8376-9f38d4b86799,,2024-03-22T16:26:23.278Z,"{'id': '38c9f027-18ee-47ec-bfea-6f1df335e00b', 'env': '{}', 'name': 'Hi', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
95f098dd-6e19-4d31-9f47-058a6e46969d,,2024-03-22T16:04:48.229Z,"{'id': '17b9a4aa-a7fb-44dd-a004-a2ce775f4038', 'env': '{}', 'name': 'what class should i take as a psychology major', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
fce55313-e3e4-4205-8374-23b4ebf7bc44,,2024-03-22T14:16:09.263Z,"{'id': '4ca0f529-bbc4-4ff6-892b-5231295da7c4', 'env': '{}', 'name': 'When was smu established', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
139c38fd-d185-40d9-9f29-c6f6dc13804e,,2024-03-22T13:42:57.733Z,"{'id': '2f5157ad-2dfa-4d6c-a398-2179e7059759', 'env': '{}', 'name': 'Walk me through a 3 statement model', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
23ece4d2-0319-4530-8fa5-b85c09a8f095,,2024-03-22T12:35:16.789Z,"{'id': '79a7721e-b495-42a0-be12-788b251aac5d', 'env': '{}', 'name': 'what are clubs at smu', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
b4b144f5-1cd1-42e2-8f7f-f809844c741c,,2024-03-22T11:40:43.688Z,"{'id': '2ab15c5c-4307-404c-ba29-cb56dd467593', 'env': '{}', 'name': 'best spots to eat on campus', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
2b621e90-2363-4266-9a76-38aaef085426,,2024-03-22T03:36:11.601Z,"{'id': 'c96faada-0a8e-4ba6-8b8a-ea293073b164', 'env': '{}', 'name': 'How mean cox students are females?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
e3373375-667c-4cd6-986a-53b1c620b0cc,,2024-03-22T03:05:57.818Z,"{'id': '668907e0-24ad-497d-81b5-23e38dc6dfa5', 'env': '{}', 'name': 'interesting. What can you help me with?', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
00a6557e-12cc-43b9-b037-67bee47f4dc6,,2024-03-22T02:59:35.695Z,"{'id': 'f0576ac0-8733-42f4-a0e2-f5c911291595', 'env': '{}', 'name': 'How do I solve a second derivative equation? ', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
34270776-3b79-4d79-9030-a9b687e50c1d,,2024-03-22T02:54:39.533Z,"{'id': 'db1f8e8d-37fa-4261-932c-1c3b3f48eb5e', 'env': '{}', 'name': 'Who are you', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
b62adf84-444a-4c09-bf24-05797785d7e0,,2024-03-22T02:48:36.490Z,"{'id': 'be650faf-420b-4521-9df6-6f20123bf313', 'env': '{}', 'name': 'where can i go for financial aid', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
3effdc22-06e9-427d-b3cb-ef38afb8275b,,2024-03-22T02:05:22.412Z,"{'id': '081b1b4b-0912-4fd0-81c1-a095b489e76d', 'env': '{}', 'name': 'What events are going on at Meadows this week', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
0d3e2b0a-0481-4f2d-bf10-cd323594354d,,2024-03-22T02:02:20.697Z,"{'id': '29f2bb10-f90f-4e66-9f48-8ebca9cb0846', 'env': '{}', 'name': 'What are the best places to eat', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
a5502c68-3577-4298-9b54-678406f793e8,,2024-03-22T01:40:31.950Z,"{'id': 'bdeb941c-280c-46a6-bc9c-e418ecf292e7', 'env': '{}', 'name': 'Hi!!', 'user': None, 'chain': None, 'chat_profile': '', 'root_message': None, 'chat_settings': {}}"
